"Time","Bloc Québécois","Co-operative Commonwealth Federation","Conservative","Conservative Independent","Forces et Démocratie","Green Party","Groupe parlementaire québécois","Independent","Independent Conservative","Liberal","NDP","People's Party","Québec debout"
"38","0.7174048658764816","-1","1.355367970514802","-1","-1","-1","-1","16.80672268907563","-1","3.508848022206801","1.4934289127837514","-1","-1"
"39","0.1762917933130699","-1","0.4539500429107006","-1","-1","-1","-1","14.864864864864865","-1","2.4561907497845445","0.49454985870004037","-1","-1"
"40","0.01987018148099086","-1","0.3645822665546976","-1","-1","-1","-1","1.3605442176870748","0.0","1.9359116022099447","0.5790533736153072","-1","-1"
"41","0.0","-1","0.25517436915225405","0.0","0.0","0.9148486980999296","-1","11.243611584327088","0.0","0.11514913216873561","0.09970941826676542","-1","-1"
"42","0.28145229383619474","0.0","0.47905690649856053","-1","-1","0.10193679918450561","0.08888888888888889","7.6076076076076085","-1","0.40994197978160074","0.21175224986765487","0.0","0.0"
